,Learning Rate,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,Accuracy
1,0.001,0.5143312215805054,0.7041202187538147,0.7875199317932129,0.8187699317932129,0.8431528806686401,0.856488823890686,0.8722133636474609,0.8791799545288086,0.8848527073860168,0.8890326619148254,
2,0.003,0.7715963125228882,0.8535031676292419,0.8838574886322021,0.8954020738601685,0.9023686051368713,0.9083399772644043,0.9142118096351624,0.9206807613372803,0.9224721193313599,0.9257563948631287,
3,0.005,0.8446456789970398,0.8891321420669556,0.9016719460487366,0.9103304147720337,0.9210788011550903,0.9258558750152588,0.9297372698783875,0.9328224658966064,0.9349124431610107,0.9391918778419495,
4,0.007,0.8651472926139832,0.8986862897872925,0.9142118096351624,0.9221735596656799,0.9255573153495789,0.9343152642250061,0.9379976391792297,0.9397889971733093,0.9453622698783875,0.9493431448936462,
